CATEGORY (i.e.ISCED description),COURSE TITLE,R1 2020,2020 R1 Random,R2 P2020,2020 R2 Random,EOS,EOS Random *,EOS Mid-point,LEVEL,HEI,2020 Interview,avp,v
Personal services,Event Management,356,0.0,0,0.0,356,0.0,404,8,Technological University Dublin,0.0,0,0
Personal services,Sports & Leisure Management,217,0.0,317,0.0,217,0.0,347,8,Technological University Dublin,0.0,avp,0
Arts,Commercial Modern Music,608,0.0,608,0.0,608,0.0,848,8,Technological University Dublin,1.0,avp,0
Arts,Drama (Performance),379,0.0,0,0.0,379,0.0,500,8,Technological University Dublin,1.0,0,0
Arts,Music,416,0.0,0,0.0,416,0.0,535,8,Technological University Dublin,1.0,0,0
Business and administration,International Business and Languages,356,0.0,346,0.0,346,0.0,413,8,Technological University Dublin,0.0,0,0
Languages,Languages and English Studies,366,0.0,0,0.0,434,0.0,466,8,Technological University Dublin,0.0,avp,v
Arts,Languages and International Tourism,308,0.0,0,0.0,326,0.0,388,8,Technological University Dublin,0.0,0,0
Arts,Contemporary Visual Culture,290,0.0,0,0.0,290,0.0,320,8,Technological University Dublin,0.0,0,0
Arts,Creative and Cultural Industries,281,0.0,0,0.0,281,0.0,369,8,Technological University Dublin,0.0,0,0
Arts,Design - Visual Communication,717,0.0,0,0.0,717,0.0,865,8,Technological University Dublin,1.0,0,0
Arts,Fine Art,709,0.0,563,0.0,563,0.0,826,8,Technological University Dublin,1.0,0,0
Arts,Interior Design,632,0.0,0,0.0,632,0.0,879,8,Technological University Dublin,1.0,0,0
Arts,Photography,695,0.0,0,0.0,695,0.0,926,8,Technological University Dublin,1.0,0,0
Arts,Creative Digital Media,280,0.0,0,0.0,282,0.0,318,8,Technological University Dublin,0.0,0,0
Arts,Creative Digital Media,320,0.0,311,0.0,311,0.0,352,8,Technological University Dublin,0.0,0,0
Arts,Film and Broadcasting,456,0.0,451,0.0,451,0.0,484,8,Technological University Dublin,0.0,0,0
Information and Communication Technologies (ICTs),Game Design,381,0.0,0,0.0,381,0.0,419,8,Technological University Dublin,0.0,0,0
Journalism and information,Journalism,322,0.0,0,0.0,322,0.0,377,8,Technological University Dublin,0.0,0,0
Business and administration,Print Media Technology and Management,289,0.0,0,0.0,289,0.0,300,8,Technological University Dublin,0.0,0,0
Welfare,Applied Social Studies in Social Care,325,0.0,0,0.0,325,0.0,352,8,Technological University Dublin,0.0,0,0
Social and behavioural sciences,Community and Youth Development,251,0.0,0,0.0,253,0.0,297,8,Technological University Dublin,0.0,0,0
Welfare,Early Childhood Care and Education,270,0.0,0,0.0,270,0.0,311,8,Technological University Dublin,0.0,0,0
Welfare,Early Childhood Care and Education,321,0.0,251,0.0,230,0.0,304,8,Technological University Dublin,0.0,0,0
Education,Early Childhood Education,367,0.0,0,0.0,367,0.0,409,8,Technological University Dublin,0.0,0,0
Social and behavioural sciences,Social Care,400,0.0,0,0.0,400,0.0,419,8,Technological University Dublin,0.0,0,0
Welfare,Applied Social Care,310,0.0,283,0.0,270,0.0,318,8,Technological University Dublin,0.0,0,0
Information and Communication Technologies (ICTs),Applied Computing (options),260,0.0,260,0.0,260,0.0,413,8,Waterford Institute of Technology,0.0,avp,0
Physical sciences,Science (options),308,0.0,0,0.0,308,0.0,388,8,Waterford Institute of Technology,0.0,0,0
Business and administration,Business,AQA,0.0,171,0.0,AQA,0.0,372,6,Waterford Institute of Technology,0.0,avp,0
Health,Health Sciences (options),280,0.0,0,0.0,280,0.0,338,8,Waterford Institute of Technology,0.0,0,0
Personal services,Exercise Sciences (options),280,0.0,0,0.0,280,0.0,359,8,Waterford Institute of Technology,0.0,0,0
Engineering and engineering trades,Engineering (options),288,0.0,288,0.0,288,0.0,409,8,Waterford Institute of Technology,0.0,avp,0
Engineering and engineering trades,Electronic Engineering,181,0.0,0,0.0,181,0.0,318,6,Waterford Institute of Technology,0.0,0,0
Engineering and engineering trades,Mechanical Engineering,198,0.0,0,0.0,198,0.0,341,6,Waterford Institute of Technology,0.0,0,0
Law,Legal Studies,177,0.0,0,0.0,177,0.0,367,6,Waterford Institute of Technology,0.0,0,0
Welfare,Applied Social Care,171,0.0,0,0.0,171,0.0,293,7,Waterford Institute of Technology,0.0,0,0
Personal services,Recreation and Sport Management,174,0.0,0,0.0,174,0.0,309,7,Waterford Institute of Technology,0.0,0,0
Architecture and construction,Construction Management and Engineering,269,0.0,0,0.0,269,0.0,341,8,Waterford Institute of Technology,0.0,0,0
Arts,Music,262,0.0,0,0.0,262,0.0,409,8,Waterford Institute of Technology,1.0,0,0
Business and administration,Business (options),271,0.0,0,0.0,271,0.0,371,8,Waterford Institute of Technology,0.0,0,0
"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Forestry,243,0.0,0,0.0,243,0.0,326,7,Waterford Institute of Technology,0.0,0,0
Business and administration,Accounting,308,0.0,0,0.0,308,0.0,411,8,Waterford Institute of Technology,0.0,0,0
Personal services,Hospitality Management,228,0.0,0,0.0,228,0.0,310,8,Waterford Institute of Technology,0.0,0,0
Architecture and construction,Architectural Technology,166,0.0,150,0.0,150,0.0,351,7,Waterford Institute of Technology,0.0,avp,0
Agriculture,Horticulture (Waterford - Kildalton),260,0.0,0,0.0,260,0.0,389,7,Waterford Institute of Technology,0.0,0,0
Agriculture,Horticulture (Dublin - National Botanic Gardens),AQA,0.0,0,0.0,AQA,0.0,408,7,Waterford Institute of Technology,0.0,0,0
Health,General Nursing,422,0.0,0,0.0,422,0.0,451,8,Waterford Institute of Technology,0.0,0,0
Health,Psychiatric Nursing,366,0.0,0,0.0,366,0.0,388,8,Waterford Institute of Technology,0.0,0,0
Health,Intellectual Disability Nursing,377,0.0,0,0.0,377,0.0,388,8,Waterford Institute of Technology,0.0,0,0
Agriculture,Agriculture,327,0.0,0,0.0,327,0.0,430,7,Waterford Institute of Technology,0.0,0,0
Business and administration,International Business,290,0.0,0,0.0,290,0.0,362,8,Waterford Institute of Technology,0.0,0,0
Arts,Design (Visual Communications),271,0.0,0,0.0,271,0.0,351,8,Waterford Institute of Technology,0.0,0,0
Architecture and construction,Civil Engineering,206,0.0,0,0.0,206,0.0,379,7,Waterford Institute of Technology,0.0,0,0
Law,Laws,280,0.0,0,0.0,280,0.0,367,8,Waterford Institute of Technology,0.0,0,0
Architecture and construction,Architecture,284,0.0,0,0.0,284,0.0,359,8,Waterford Institute of Technology,0.0,0,0
Physical sciences,Pharmaceutical Science,293,0.0,0,0.0,293,0.0,390,8,Waterford Institute of Technology,0.0,0,0
Welfare,Early Childhood Studies,271,0.0,0,0.0,271,0.0,368,8,Waterford Institute of Technology,0.0,0,0
Law,Criminal Justice Studies,270,0.0,0,0.0,270,0.0,331,8,Waterford Institute of Technology,0.0,0,0
Information and Communication Technologies (ICTs),Software Systems Development,AQA,0.0,AQA,0.0,AQA,0.0,356,7,Waterford Institute of Technology,0.0,avp,0
Arts,Visual Art,AQA,0.0,0,0.0,AQA,0.0,317,8,Waterford Institute of Technology,0.0,0,0
Information and Communication Technologies (ICTs),Multimedia Applications Development,163,0.0,0,0.0,163,0.0,353,7,Waterford Institute of Technology,0.0,0,0
Information and Communication Technologies (ICTs),Information Technology,211,0.0,0,0.0,211,0.0,338,7,Waterford Institute of Technology,0.0,0,0
Business and administration,Business,195,0.0,0,0.0,195,0.0,388,7,Waterford Institute of Technology,0.0,0,0
Information and Communication Technologies (ICTs),Computer Forensics and Security,255,0.0,0,0.0,255,0.0,380,8,Waterford Institute of Technology,0.0,0,0
Architecture and construction,Quantity Surveying,216,0.0,0,0.0,216,0.0,306,8,Waterford Institute of Technology,0.0,0,0
Social and behavioural sciences,Psychology,434,0.0,0,0.0,434,0.0,473,8,Waterford Institute of Technology,0.0,0,0
Biological and related sciences,Food Science with Business,309,0.0,0,0.0,309,0.0,440,7,Waterford Institute of Technology,0.0,0,0
Personal services,Culinary Arts,AQA,0.0,AQA,0.0,AQA,0.0,301,6,Waterford Institute of Technology,0.0,avp,0
Personal services,Hospitality Studies,AQA,0.0,0,0.0,AQA,0.0,310,6,Waterford Institute of Technology,0.0,0,0
Personal services,Tourism,AQA,0.0,0,0.0,AQA,0.0,226,6,Waterford Institute of Technology,0.0,0,0
Physical sciences,Pharmaceutical Science,226,0.0,0,0.0,226,0.0,392,7,Waterford Institute of Technology,0.0,0,0
Biological and related sciences,"Science (Mol. Biology with Biopharm.,Food Science with Business,Pharm.)",222,0.0,0,0.0,222,0.0,473,7,Waterford Institute of Technology,0.0,0,0
Engineering and engineering trades,Electrical Engineering,AQA,0.0,0,0.0,AQA,0.0,302,7,Waterford Institute of Technology,0.0,0,0
Business and administration,Retail Management,163,0.0,0,0.0,163,0.0,346,7,Waterford Institute of Technology,0.0,0,0
Personal services,Sports Coaching and Performance,270,0.0,0,0.0,270,0.0,344,8,Waterford Institute of Technology,0.0,0,0
Welfare,Social Science,272,0.0,0,0.0,272,0.0,348,8,Waterford Institute of Technology,0.0,0,0
Health,Applied Health Care,201,0.0,0,0.0,201,0.0,349,7,Waterford Institute of Technology,0.0,0,0
Agriculture,Agricultural Science,377,0.0,0,0.0,377,0.0,420,8,Waterford Institute of Technology,0.0,0,0
Welfare,Social Care Practice,270,0.0,0,0.0,270,0.0,326,8,Waterford Institute of Technology,0.0,0,0
Business and administration,Marketing and Digital Media,271,0.0,0,0.0,271,0.0,347,8,Waterford Institute of Technology,0.0,0,0
Personal services,Culinary Arts,217,0.0,0,0.0,217,0.0,321,8,Waterford Institute of Technology,0.0,0,0
Architecture and construction,Architectural and Building Information Modelling Technology,279,0.0,0,0.0,279,0.0,367,8,Waterford Institute of Technology,0.0,0,0
Arts,Arts (options),AQA,0.0,AQA,0.0,AQA,0.0,336,8,Waterford Institute of Technology,0.0,avp,0
Health,Molecular Biology with Biopharmaceutical Science,228,0.0,0,0.0,228,0.0,446,7,Waterford Institute of Technology,0.0,0,0
Engineering and engineering trades,Electronic Engineering,179,0.0,0,0.0,179,0.0,373,7,Waterford Institute of Technology,0.0,0,0
Engineering and engineering trades,Mechanical Engineering,198,0.0,0,0.0,198,0.0,365,7,Waterford Institute of Technology,0.0,0,0
Manufacturing and processing,Manufacturing Engineering,188,0.0,0,0.0,188,0.0,339,7,Waterford Institute of Technology,0.0,0,0
Information and Communication Technologies (ICTs),Software Systems Development,279,0.0,0,0.0,279,0.0,337,8,Waterford Institute of Technology,0.0,0,0
Information and Communication Technologies (ICTs),Creative Computing,271,0.0,0,0.0,271,0.0,318,8,Waterford Institute of Technology,0.0,0,0
Personal services,Recreation and Sport Management,270,0.0,0,0.0,270,0.0,349,8,Waterford Institute of Technology,0.0,0,0
Engineering and engineering trades,Mechanical and Manufacturing Engineering,253,0.0,0,0.0,253,0.0,369,8,Waterford Institute of Technology,0.0,0,0
