CATEGORY (i.e.ISCED description),COURSE TITLE,R1 2020,2020 R1 Random,R2 P2020,2020 R2 Random,EOS,EOS Random *,EOS Mid-point,LEVEL,HEI,2020 Interview,avp,v
Humanities (except languages),"English, Media and Cultural Studies",212,0.0,212,0.0,212,0.0,347,8,"Dun Laoghaire Institute of Art, Design and Technology",0.0,avp,0
Business and administration,Arts Management,229,0.0,229,0.0,235,0.0,337,8,"Dun Laoghaire Institute of Art, Design and Technology",0.0,avp,v
Business and administration,Business Management,235,0.0,0,0.0,237,0.0,325,8,"Dun Laoghaire Institute of Art, Design and Technology",0.0,0,0
Social and behavioural sciences,Applied Psychology,379,0.0,0,0.0,379,0.0,434,8,"Dun Laoghaire Institute of Art, Design and Technology",0.0,0,0
Arts,Visual Communication Design,855,0.0,0,0.0,855,0.0,1024,8,"Dun Laoghaire Institute of Art, Design and Technology",1.0,0,0
Arts,Art,572,0.0,0,0.0,572,0.0,941,8,"Dun Laoghaire Institute of Art, Design and Technology",1.0,0,0
Arts,"3D Design, Modelmaking and Digital Art",506,0.0,0,0.0,538,0.0,920,8,"Dun Laoghaire Institute of Art, Design and Technology",1.0,0,0
Arts,Design for Stage and Screen (Costume Design),593,0.0,0,0.0,593,0.0,947,8,"Dun Laoghaire Institute of Art, Design and Technology",1.0,0,0
Arts,Design for Stage and Screen (Character Makeup Design),939,0.0,0,0.0,939,0.0,968,8,"Dun Laoghaire Institute of Art, Design and Technology",1.0,0,0
Arts,Design for Stage and Screen (Production Design),781,0.0,0,0.0,781,0.0,1026,8,"Dun Laoghaire Institute of Art, Design and Technology",1.0,0,0
Arts,Animation,920,0.0,0,0.0,920,0.0,1022,8,"Dun Laoghaire Institute of Art, Design and Technology",1.0,0,0
Arts,Photography,650,0.0,0,0.0,667,0.0,854,8,"Dun Laoghaire Institute of Art, Design and Technology",1.0,0,0
Arts,Film and Television Production,990,0.0,0,0.0,990,0.0,1040,8,"Dun Laoghaire Institute of Art, Design and Technology",1.0,0,0
Information and Communication Technologies (ICTs),Creative Computing,219,0.0,0,0.0,219,0.0,300,8,"Dun Laoghaire Institute of Art, Design and Technology",0.0,0,0
Humanities (except languages),New Media Studies,201,0.0,0,0.0,201,0.0,316,8,"Dun Laoghaire Institute of Art, Design and Technology",0.0,0,0
Arts,Creative Music Production,754,0.0,0,0.0,754,0.0,972,8,"Dun Laoghaire Institute of Art, Design and Technology",1.0,0,0
Information and Communication Technologies (ICTs),Interaction and User Experience Design,683,0.0,683,0.0,683,0.0,990,8,"Dun Laoghaire Institute of Art, Design and Technology",1.0,avp,0
Business and administration,Digital Marketing,228,0.0,228,0.0,228,0.0,327,8,"Dun Laoghaire Institute of Art, Design and Technology",0.0,avp,0
Arts,English and Equality Studies,276,0.0,0,0.0,276,0.0,341,8,"Dun Laoghaire Institute of Art, Design and Technology",0.0,avp,0
Architecture and construction,Architecture,510,0.0,0,0.0,510,0.0,541,8,University College Dublin (NUI),0.0,0,0
Architecture and construction,Landscape Architecture,407,0.0,0,0.0,407,0.0,453,8,University College Dublin (NUI),0.0,0,0
Architecture and construction,City Planning and Environmental Policy,407,0.0,400,0.0,390,0.0,432,8,University College Dublin (NUI),0.0,0,0
Engineering and engineering trades,Engineering (Common Entry),531,0.0,521,0.0,520,1.0,565,8,University College Dublin (NUI),0.0,0,0
"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics",Science (options),533,0.0,0,0.0,533,0.0,567,8,University College Dublin (NUI),0.0,0,0
Information and Communication Technologies (ICTs),Computer Science (Common Entry),510,0.0,0,0.0,510,0.0,542,8,University College Dublin (NUI),0.0,0,0
Mathematics and statistics,Actuarial and Financial Studies,601,0.0,0,0.0,601,0.0,613,8,University College Dublin (NUI),0.0,0,0
Environment,Sustainability,440,0.0,0,0.0,440,0.0,498,8,University College Dublin (NUI),0.0,0,0
"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Agricultural Science (options),456,0.0,455,0.0,453,0.0,488,8,University College Dublin (NUI),0.0,0,0
Agriculture,Dairy Business,410,0.0,0,0.0,410,0.0,455,8,University College Dublin (NUI),0.0,0,0
Environment,Agri - Environmental Sciences,418,0.0,0,0.0,413,0.0,443,8,University College Dublin (NUI),0.0,0,0
Agriculture,Food Science,477,0.0,0,0.0,476,1.0,495,8,University College Dublin (NUI),0.0,0,0
Health,Human Nutrition,531,0.0,0,0.0,531,0.0,553,8,University College Dublin (NUI),0.0,0,0
"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Forestry,311,0.0,0,0.0,311,0.0,359,8,University College Dublin (NUI),0.0,0,0
Agriculture,"Horticulture, Landscape and Sportsturf Management",297,0.0,282,0.0,282,0.0,378,8,University College Dublin (NUI),0.0,0,0
Veterinary,Veterinary Medicine - Undergraduate Entry,589,0.0,0,0.0,589,0.0,602,8,University College Dublin (NUI),1.0,0,0
Veterinary,Veterinary Medicine - Graduate Entry (GAMSAT required),0,0.0,0,0.0,1,0.0,0,8,University College Dublin (NUI),1.0,0,0
Veterinary,Veterinary Nursing,478,0.0,477,0.0,466,1.0,489,8,University College Dublin (NUI),0.0,0,0
Health,Medicine - Undergraduate Entry (HPAT required),737,0.0,736,1.0,736,1.0,748,8,University College Dublin (NUI),1.0,0,0
Health,Medicine - Graduate Entry (GAMSAT required),0,0.0,0,0.0,58,1.0,61,8,University College Dublin (NUI),1.0,0,0
Health,Radiography,534,0.0,532,1.0,531,1.0,543,8,University College Dublin (NUI),0.0,0,0
Health,Radiography - Graduate Entry,0,0.0,0,0.0,1,0.0,0,8,University College Dublin (NUI),1.0,0,0
Health,Physiotherapy,578,0.0,577,1.0,568,0.0,589,8,University College Dublin (NUI),0.0,0,0
Health,Health and Performance Science,510,0.0,509,1.0,507,0.0,521,8,University College Dublin (NUI),0.0,0,0
Business and administration,Sport and Exercise Management,455,0.0,445,0.0,433,0.0,455,8,University College Dublin (NUI),0.0,0,0
Biological and related sciences,"Biomedical, Health and Life Sciences",590,0.0,589,1.0,589,1.0,601,8,University College Dublin (NUI),0.0,0,0
Health,General Nursing,429,1.0,424,0.0,421,0.0,445,8,University College Dublin (NUI),0.0,0,0
Health,Children`s and General Nursing (Integrated),509,0.0,506,0.0,499,0.0,529,8,University College Dublin (NUI),0.0,0,0
Health,Midwifery,489,0.0,476,0.0,473,0.0,499,8,University College Dublin (NUI),0.0,0,0
Health,Mental Health Nursing,397,0.0,393,0.0,393,0.0,412,8,University College Dublin (NUI),0.0,0,0
Arts,Joint Honours (options),310,0.0,0,0.0,310,0.0,409,8,University College Dublin (NUI),0.0,0,0
Humanities (except languages),Humanities (options),340,0.0,336,0.0,326,0.0,419,8,University College Dublin (NUI),0.0,0,0
Languages,Modern Languages (options),303,0.0,0,0.0,300,0.0,443,8,University College Dublin (NUI),0.0,0,0
Law,Law (options),546,0.0,544,0.0,543,1.0,566,8,University College Dublin (NUI),0.0,0,0
Business and administration,Business and Law,545,0.0,0,0.0,544,0.0,577,8,University College Dublin (NUI),0.0,0,0
Business and administration,Commerce,521,1.0,521,1.0,521,1.0,543,8,University College Dublin (NUI),0.0,0,0
Business and administration,Commerce International (options),517,0.0,511,0.0,510,1.0,531,8,University College Dublin (NUI),0.0,0,0
Business and administration,Economics and Finance,613,0.0,0,0.0,613,0.0,625,8,University College Dublin (NUI),0.0,0,0
Social and behavioural sciences,Social Sciences (options),421,0.0,419,0.0,418,0.0,466,8,University College Dublin (NUI),0.0,0,0
Social and behavioural sciences,Economics,498,1.0,498,1.0,498,1.0,510,8,University College Dublin (NUI),0.0,0,0
Social and behavioural sciences,Psychology,530,0.0,522,1.0,522,1.0,543,8,University College Dublin (NUI),0.0,0,0
Social and behavioural sciences,Social Policy and Sociology,378,0.0,0,0.0,377,0.0,408,8,University College Dublin (NUI),0.0,0,0
Information and Communication Technologies (ICTs),Computing and Multimedia (Level 6 - Higher Certificate),0,0.0,0,0.0,198,0.0,367,6,Dorset College,0.0,0,0
Information and Communication Technologies (ICTs),Computing and Multimedia (Level 6 - Certificate),0,0.0,0,0.0,423,0.0,523,6,Dorset College,0.0,0,0
Business and administration,Business,0,0.0,0,0.0,299,0.0,299,7,Dorset College,0.0,0,0
Information and Communication Technologies (ICTs),Computing and Multimedia (Level 7),0,0.0,0,0.0,290,0.0,413,7,Dorset College,0.0,0,0
Business and administration,Business,163,0.0,163,0.0,163,0.0,278,6,Galway-Mayo Institute of Technology,0.0,avp,0
Business and administration,Business,250,0.0,0,0.0,250,0.0,420,7,Galway-Mayo Institute of Technology,0.0,0,0
Information and Communication Technologies (ICTs),Business Information Systems,250,0.0,0,0.0,250,0.0,367,7,Galway-Mayo Institute of Technology,0.0,0,0
Agriculture,Rural Enterprise and Agri-Business,277,0.0,0,0.0,277,0.0,382,7,Galway-Mayo Institute of Technology,0.0,0,0
Business and administration,Marketing and Sales,281,0.0,0,0.0,282,0.0,377,7,Galway-Mayo Institute of Technology,0.0,0,0
Business and administration,Finance,278,0.0,0,0.0,278,0.0,467,7,Galway-Mayo Institute of Technology,0.0,0,0
Business and administration,Business with Entrepreneurship,278,0.0,0,0.0,278,0.0,411,7,Galway-Mayo Institute of Technology,0.0,0,0
Business and administration,Accounting,309,0.0,0,0.0,309,0.0,403,8,Galway-Mayo Institute of Technology,0.0,0,0
Business and administration,Business,287,0.0,0,0.0,287,0.0,347,8,Galway-Mayo Institute of Technology,0.0,0,0
Information and Communication Technologies (ICTs),Business Information Systems,296,0.0,0,0.0,296,0.0,356,8,Galway-Mayo Institute of Technology,0.0,0,0
Business and administration,Marketing and Sales,307,0.0,0,0.0,307,0.0,357,8,Galway-Mayo Institute of Technology,0.0,0,0
Business and administration,Finance and Economics,293,0.0,0,0.0,293,0.0,392,8,Galway-Mayo Institute of Technology,0.0,0,0
Business and administration,Business with Entrepreneurship,280,0.0,0,0.0,280,0.0,356,8,Galway-Mayo Institute of Technology,0.0,0,0
Agriculture,Rural Enterprise and Agri-Business,281,0.0,0,0.0,281,0.0,352,8,Galway-Mayo Institute of Technology,0.0,0,0
Social and behavioural sciences,Heritage Studies,188,0.0,188,0.0,188,0.0,363,7,Galway-Mayo Institute of Technology,0.0,avp,0
Arts,Contemporary Art,702,0.0,0,0.0,702,0.0,892,7,Galway-Mayo Institute of Technology,1.0,0,0
Arts,Design,251,0.0,0,0.0,251,0.0,378,7,Galway-Mayo Institute of Technology,0.0,0,0
Arts,Film and Documentary,304,0.0,0,0.0,304,0.0,379,8,Galway-Mayo Institute of Technology,0.0,0,0
Social and behavioural sciences,Heritage Studies,220,0.0,0,0.0,220,0.0,281,8,Galway-Mayo Institute of Technology,0.0,0,0
Arts,Contemporary Art,679,0.0,0,0.0,679,0.0,870,8,Galway-Mayo Institute of Technology,1.0,0,0
Arts,Design,303,0.0,0,0.0,303,0.0,356,8,Galway-Mayo Institute of Technology,0.0,0,0
Education,"Education (Art, Design and Graphics)",0,0.0,0,0.0,0,0.0,0,8,Galway-Mayo Institute of Technology,0.0,0,0
Personal services,Business in Tourism,172,0.0,172,0.0,172,0.0,260,6,Galway-Mayo Institute of Technology,0.0,avp,0
Personal services,Culinary Arts,193,0.0,0,0.0,193,0.0,375,6,Galway-Mayo Institute of Technology,0.0,0,0
Personal services,Hotel and Hospitality Operations,240,0.0,228,0.0,228,0.0,330,6,Galway-Mayo Institute of Technology,0.0,avp,0
Social and behavioural sciences,Heritage Studies,252,0.0,252,0.0,252,0.0,369,6,Galway-Mayo Institute of Technology,0.0,avp,0
Personal services,Hotel and Catering Management,198,0.0,0,0.0,198,0.0,362,7,Galway-Mayo Institute of Technology,0.0,avp,0
Personal services,Event Management with Public Relations,206,0.0,187,0.0,187,0.0,348,7,Galway-Mayo Institute of Technology,0.0,avp,0
Personal services,International Tourism Management,172,0.0,0,0.0,172,0.0,360,7,Galway-Mayo Institute of Technology,0.0,avp,0
Manufacturing and processing,Culinary and Gastronomic Science,219,0.0,0,0.0,219,0.0,432,7,Galway-Mayo Institute of Technology,0.0,0,0
Personal services,International Hotel Management,242,0.0,0,0.0,242,0.0,330,8,Galway-Mayo Institute of Technology,0.0,0,0
Personal services,International Tourism Management,278,0.0,0,0.0,278,0.0,350,8,Galway-Mayo Institute of Technology,0.0,0,0
Manufacturing and processing,Culinary and Gastronomic Science,206,0.0,0,0.0,206,0.0,337,8,Galway-Mayo Institute of Technology,0.0,0,0
Personal services,Event Management with Public Relations,212,0.0,0,0.0,212,0.0,328,8,Galway-Mayo Institute of Technology,0.0,0,0
Architecture and construction,Construction Management,244,0.0,243,0.0,243,0.0,349,7,Galway-Mayo Institute of Technology,0.0,0,0
Architecture and construction,Quantity Surveying and Construction Economics,200,0.0,0,0.0,200,0.0,347,7,Galway-Mayo Institute of Technology,0.0,0,0
Architecture and construction,Architectural Technology,226,0.0,0,0.0,226,0.0,367,7,Galway-Mayo Institute of Technology,0.0,0,0
Architecture and construction,Civil Engineering,241,0.0,0,0.0,241,0.0,432,7,Galway-Mayo Institute of Technology,0.0,0,0
Architecture and construction,Construction Management,260,0.0,0,0.0,260,0.0,336,8,Galway-Mayo Institute of Technology,0.0,0,0
Architecture and construction,Quantity Surveying and Construction Economics,288,0.0,0,0.0,288,0.0,350,8,Galway-Mayo Institute of Technology,0.0,0,0
Architecture and construction,Architectural Technology,265,0.0,0,0.0,265,0.0,337,8,Galway-Mayo Institute of Technology,0.0,0,0
Architecture and construction,Civil Engineering,290,0.0,0,0.0,290,0.0,383,8,Galway-Mayo Institute of Technology,0.0,0,0
Engineering and engineering trades,Software and Electronic Engineering,224,0.0,0,0.0,224,0.0,399,7,Galway-Mayo Institute of Technology,0.0,0,0
Engineering and engineering trades,Software and Electronic Engineering,300,0.0,0,0.0,300,0.0,393,8,Galway-Mayo Institute of Technology,0.0,0,0
Engineering and engineering trades,Mechanical Engineering,265,0.0,0,0.0,265,0.0,413,7,Galway-Mayo Institute of Technology,0.0,0,0
Engineering and engineering trades,Energy Engineering,260,0.0,0,0.0,260,0.0,452,7,Galway-Mayo Institute of Technology,0.0,0,0
Engineering and engineering trades,Biomedical Engineering,298,0.0,0,0.0,298,0.0,455,7,Galway-Mayo Institute of Technology,0.0,0,0
Engineering and engineering trades,Agricultural Engineering,298,0.0,0,0.0,298,0.0,386,7,Galway-Mayo Institute of Technology,0.0,0,0
Engineering and engineering trades,Engineering (Common Entry to Manu/Agri/Biomed/Energy/Mech Eng),290,0.0,0,0.0,290,0.0,465,7,Galway-Mayo Institute of Technology,0.0,0,0
Manufacturing and processing,Manufacturing Engineering Design,235,0.0,0,0.0,235,0.0,379,7,Galway-Mayo Institute of Technology,0.0,0,0
Engineering and engineering trades,Mechanical Engineering,330,0.0,0,0.0,330,0.0,401,8,Galway-Mayo Institute of Technology,0.0,0,0
Engineering and engineering trades,Energy Engineering,293,0.0,0,0.0,293,0.0,366,8,Galway-Mayo Institute of Technology,0.0,0,0
Engineering and engineering trades,Biomedical Engineering,313,0.0,0,0.0,313,0.0,393,8,Galway-Mayo Institute of Technology,0.0,0,0
Engineering and engineering trades,Agricultural Engineering,309,0.0,0,0.0,309,0.0,385,8,Galway-Mayo Institute of Technology,0.0,0,0
Engineering and engineering trades,Engineering (Common entry to Agri/Biomed/Energy/Mech Eng),340,0.0,0,0.0,340,0.0,405,8,Galway-Mayo Institute of Technology,0.0,0,0
Manufacturing and processing,Manufacturing Engineering Design,309,0.0,0,0.0,309,0.0,379,8,Galway-Mayo Institute of Technology,0.0,0,0
Biological and related sciences,Applied Freshwater and Marine Biology,280,0.0,0,0.0,280,0.0,388,7,Galway-Mayo Institute of Technology,0.0,0,0
Biological and related sciences,Applied Biology and Biopharmaceutical Science,280,0.0,0,0.0,280,0.0,465,7,Galway-Mayo Institute of Technology,0.0,0,0
Environment,Chemical and Pharmaceutical Science,280,0.0,0,0.0,280,0.0,487,7,Galway-Mayo Institute of Technology,0.0,0,0
Physical sciences,Physics and Instrumentation,299,0.0,0,0.0,299,0.0,521,7,Galway-Mayo Institute of Technology,0.0,0,0
Biological and related sciences,Science (Undenominated),289,0.0,0,0.0,289,0.0,490,7,Galway-Mayo Institute of Technology,0.0,0,0
Information and Communication Technologies (ICTs),Computing in Software Development,260,0.0,0,0.0,260,0.0,356,7,Galway-Mayo Institute of Technology,0.0,0,0
Information and Communication Technologies (ICTs),Computing and Digital Media,241,0.0,0,0.0,241,0.0,381,7,Galway-Mayo Institute of Technology,0.0,0,0
Agriculture,Agriculture and Environmental Management,281,0.0,0,0.0,281,0.0,393,7,Galway-Mayo Institute of Technology,0.0,0,0
Biological and related sciences,Applied Freshwater and Marine Biology,327,0.0,0,0.0,327,0.0,377,8,Galway-Mayo Institute of Technology,0.0,0,0
Biological and related sciences,Applied Biology and Biopharmaceutical Science,337,0.0,0,0.0,337,0.0,390,8,Galway-Mayo Institute of Technology,0.0,0,0
Environment,Chemical and Pharmaceutical Science,336,0.0,0,0.0,336,0.0,388,8,Galway-Mayo Institute of Technology,0.0,0,0
Physical sciences,Physics and Instrumentation,363,0.0,0,0.0,363,0.0,408,8,Galway-Mayo Institute of Technology,0.0,0,0
Biological and related sciences,Science (Undenominated),372,0.0,0,0.0,372,0.0,403,8,Galway-Mayo Institute of Technology,0.0,0,0
Health,Medical Science,473,0.0,0,0.0,473,0.0,500,8,Galway-Mayo Institute of Technology,0.0,0,0
Physical sciences,Forensic Science and Analysis,317,0.0,0,0.0,317,0.0,387,8,Galway-Mayo Institute of Technology,0.0,0,0
Information and Communication Technologies (ICTs),Computing in Software Development,270,0.0,0,0.0,270,0.0,315,8,Galway-Mayo Institute of Technology,0.0,0,0
Information and Communication Technologies (ICTs),Computing and Digital Media,274,0.0,0,0.0,282,0.0,356,8,Galway-Mayo Institute of Technology,0.0,0,0
Agriculture,Agriculture and Environmental Management,287,0.0,0,0.0,289,0.0,371,8,Galway-Mayo Institute of Technology,0.0,0,0
Personal services,Sport and Exercise Science,356,0.0,0,0.0,356,0.0,409,8,Galway-Mayo Institute of Technology,0.0,0,0
Biological and related sciences,Public Health Nutrition,368,0.0,0,0.0,368,0.0,409,8,Galway-Mayo Institute of Technology,0.0,0,0
Humanities (except languages),History & Geography,178,0.0,0,0.0,178,0.0,382,6,Galway-Mayo Institute of Technology,0.0,avp,0
Education,Early Childhood Education and Care,214,0.0,204,0.0,204,0.0,357,6,Galway-Mayo Institute of Technology,0.0,avp,0
Personal services,Outdoor Education and Leisure,182,0.0,171,0.0,171,0.0,399,7,Galway-Mayo Institute of Technology,0.0,avp,0
Education,Early Childhood Education and Care,190,0.0,0,0.0,190,0.0,367,7,Galway-Mayo Institute of Technology,0.0,0,0
Social and behavioural sciences,Culture and Environment,196,0.0,0,0.0,196,0.0,328,7,Galway-Mayo Institute of Technology,0.0,avp,0
Welfare,Applied Social Care,244,0.0,0,0.0,244,0.0,337,7,Galway-Mayo Institute of Technology,0.0,0,0
Health,General Nursing,429,1.0,422,1.0,422,1.0,441,8,Galway-Mayo Institute of Technology,0.0,0,0
Health,Psychiatric Nursing,367,0.0,0,0.0,367,0.0,377,8,Galway-Mayo Institute of Technology,0.0,0,0
Personal services,Outdoor Education,252,0.0,0,0.0,252,0.0,262,8,Galway-Mayo Institute of Technology,0.0,avp,0
Humanities (except languages),History and Geography,244,0.0,0,0.0,244,0.0,380,8,Galway-Mayo Institute of Technology,0.0,0,0
Welfare,Applied Social Care,266,0.0,0,0.0,266,0.0,298,8,Galway-Mayo Institute of Technology,0.0,0,0
Education,Early Childhood Education and Care,270,0.0,0,0.0,270,0.0,327,8,Galway-Mayo Institute of Technology,0.0,0,0
Environment,Geography and Outdoor Education,244,0.0,0,0.0,244,0.0,391,8,Galway-Mayo Institute of Technology,0.0,avp,0
Arts,"Furniture Design, Making and Technology - Common Entry",214,0.0,0,0.0,214,0.0,388,7,Galway-Mayo Institute of Technology,0.0,0,0
Education,Education (Design Graphics and Construction),377,0.0,0,0.0,377,0.0,411,8,Galway-Mayo Institute of Technology,0.0,0,0
Arts,"Furniture Design, Making and Technology - Common Entry",284,0.0,0,0.0,284,0.0,369,8,Galway-Mayo Institute of Technology,0.0,0,0
Business and administration,Business,0,0.0,0,0.0,115,0.0,415,7,Galway Business School,0.0,avp,0
Business and administration,Business Studies,252,0.0,252,0.0,252,0.0,369,8,Griffith College,0.0,avp,0
Business and administration,Accounting and Finance,303,0.0,303,0.0,303,0.0,388,8,Griffith College,0.0,avp,0
Information and Communication Technologies (ICTs),Computing Science,335,0.0,325,0.0,325,0.0,393,8,Griffith College,0.0,avp,0
Journalism and information,Communications and Media Production,0,0.0,0,0.0,0,0.0,0,8,Griffith College,0.0,avp,0
Business and administration,Business Studies,429,0.0,0,0.0,390,0.0,432,8,Griffith College,0.0,avp,0
Business and administration,Accounting & Finance,253,0.0,253,0.0,253,0.0,346,8,Griffith College,0.0,avp,0
Business and administration,Business Studies - HRM,0,0.0,0,0.0,0,0.0,0,8,Griffith College,0.0,avp,0
Personal services,International Hospitality Management,253,0.0,253,0.0,253,0.0,253,8,Griffith College,0.0,avp,0
Personal services,International Hospitality Management,253,0.0,253,0.0,253,0.0,253,7,Griffith College,0.0,avp,0
Information and Communication Technologies (ICTs),Computing,217,0.0,195,0.0,195,0.0,235,7,Griffith College,0.0,avp,0
Business and administration,Business Studies,248,0.0,248,0.0,248,0.0,281,8,Griffith College,0.0,avp,0
Business and administration,Accounting and Finance,240,0.0,227,0.0,202,0.0,343,8,Griffith College,0.0,avp,0
Business and administration,Business Studies (HRM),264,0.0,236,0.0,218,0.0,236,8,Griffith College,0.0,avp,0
Law,Law,244,0.0,228,0.0,228,0.0,328,8,Griffith College,0.0,avp,0
Business and administration,Business Studies (Marketing),280,0.0,280,0.0,218,0.0,321,8,Griffith College,0.0,avp,0
Business and administration,Marketing,145,0.0,0,0.0,145,0.0,371,7,Griffith College,0.0,avp,0
Business and administration,Business,135,0.0,135,0.0,135,0.0,370,7,Griffith College,0.0,avp,0
Information and Communication Technologies (ICTs),Computing Science,252,0.0,220,0.0,220,0.0,298,8,Griffith College,0.0,avp,0
Information and Communication Technologies (ICTs),Computing,AQA,0.0,AQA,0.0,96,0.0,279,7,Griffith College,0.0,avp,0
Journalism and information,Communications and Media Production,254,0.0,254,0.0,254,0.0,280,8,Griffith College,0.0,avp,0
Arts,Music Production for Games (portfolio),0,0.0,0,0.0,0,0.0,0,6,Griffith College,1.0,avp,0
Arts,Design Communication (portfolio),0,0.0,0,0.0,0,0.0,0,8,Griffith College,1.0,0,0
Journalism and information,Communications,AQA,0.0,0,0.0,AQA,0.0,349,7,Griffith College,0.0,avp,0
Arts,Film and TV Production,AQA,0.0,AQA,0.0,AQA,0.0,339,7,Griffith College,0.0,avp,0
Arts,Photographic Media,169,0.0,169,0.0,169,0.0,279,7,Griffith College,0.0,avp,0
Arts,Photography,150,0.0,150,0.0,150,0.0,348,6,Griffith College,0.0,avp,0
Arts,Interior Architecture (portfolio),254,0.0,0,0.0,254,0.0,301,8,Griffith College,1.0,avp,0
Arts,Interior Design,117,0.0,117,0.0,117,0.0,360,7,Griffith College,0.0,avp,0
Arts,Fashion Design (portfolio),337,0.0,217,0.0,217,0.0,412,8,Griffith College,1.0,avp,0
Arts,Fashion,129,0.0,129,0.0,129,0.0,349,7,Griffith College,0.0,avp,0
Arts,Arts (Joint-Honours),300,0.0,0,0.0,300,0.0,391,8,"National University of Ireland, Galway",0.0,0,0
Social and behavioural sciences,Arts (Psychology),523,0.0,520,0.0,519,0.0,542,8,"National University of Ireland, Galway",0.0,0,0
Humanities (except languages),Arts (History),301,0.0,0,0.0,301,0.0,377,8,"National University of Ireland, Galway",0.0,0,0
Languages,Na Dána (Gaeilge agus Léann an Aistriúcháin),409,0.0,0,0.0,409,0.0,456,8,"National University of Ireland, Galway",0.0,0,0
Education,Arts (Mathematics and Education),403,0.0,0,0.0,403,0.0,466,8,"National University of Ireland, Galway",0.0,0,0
Social and behavioural sciences,Arts with Children`s Studies,357,0.0,0,0.0,357,0.0,418,8,"National University of Ireland, Galway",0.0,0,0
Arts,Arts with Creative Writing,330,0.0,0,0.0,330,0.0,492,8,"National University of Ireland, Galway",0.0,0,0
Arts,Arts with Film Studies,321,0.0,0,0.0,321,0.0,399,8,"National University of Ireland, Galway",0.0,0,0
Social and behavioural sciences,Arts with Human Rights,368,0.0,0,0.0,368,0.0,422,8,"National University of Ireland, Galway",0.0,0,0
Arts,Arts with Performing Arts Studies,387,0.0,0,0.0,387,0.0,443,8,"National University of Ireland, Galway",0.0,0,0
Arts,"Arts (Drama, Theatre and Performance Studies)",451,0.0,0,0.0,451,0.0,492,8,"National University of Ireland, Galway",0.0,0,0
Journalism and information,Arts (Journalism),400,0.0,0,0.0,400,0.0,465,8,"National University of Ireland, Galway",0.0,0,0
Social and behavioural sciences,"Arts (Child, Youth and Family: Policy and Practice)",350,0.0,0,0.0,350,0.0,397,8,"National University of Ireland, Galway",0.0,0,0
Social and behavioural sciences,Arts (Children`s Studies),356,0.0,0,0.0,356,0.0,419,8,"National University of Ireland, Galway",0.0,0,0
Arts,Na Dána (Cumarsáid agus Gaeilge),361,0.0,0,0.0,361,0.0,453,8,"National University of Ireland, Galway",0.0,0,0
Social and behavioural sciences,Applied Social Sciences,358,0.0,0,0.0,358,0.0,410,8,"National University of Ireland, Galway",0.0,0,0
Information and Communication Technologies (ICTs),Arts (Arts with Data Science),454,0.0,0,0.0,454,0.0,490,8,"National University of Ireland, Galway",0.0,0,0
Arts,Arts (Digital Arts and Technology),328,0.0,0,0.0,328,0.0,347,8,"National University of Ireland, Galway",0.0,0,0
Languages,Arts (English and Media Studies),391,0.0,0,0.0,391,0.0,462,8,"National University of Ireland, Galway",0.0,0,0
Arts,Arts (Film and Digital Media),401,0.0,0,0.0,401,0.0,462,8,"National University of Ireland, Galway",0.0,0,0
Languages,Arts (Global Languages),352,0.0,0,0.0,352,0.0,476,8,"National University of Ireland, Galway",0.0,0,0
Arts,Arts (International),420,0.0,0,0.0,420,0.0,462,8,"National University of Ireland, Galway",0.0,0,0
Arts,Arts (Music),408,0.0,0,0.0,408,0.0,495,8,"National University of Ireland, Galway",0.0,0,0
Humanities (except languages),Arts (History and Globalisation Studies),360,0.0,0,0.0,360,0.0,440,8,"National University of Ireland, Galway",0.0,0,0
Social and behavioural sciences,"Government (Politics, Economics and Law)",407,0.0,0,0.0,407,0.0,435,8,"National University of Ireland, Galway",0.0,0,0
Education,Education (Computer Science and Mathematical Studies),422,0.0,0,0.0,422,0.0,498,8,"National University of Ireland, Galway",0.0,0,0
Physical sciences,Geography and Geosystems,410,0.0,0,0.0,410,0.0,445,8,"National University of Ireland, Galway",0.0,0,0
Business and administration,Commerce,433,0.0,0,0.0,433,0.0,466,8,"National University of Ireland, Galway",0.0,0,0
Business and administration,Commerce (International) with French,484,0.0,0,0.0,484,0.0,511,8,"National University of Ireland, Galway",0.0,0,0
Business and administration,Commerce (International) with German,489,0.0,0,0.0,489,0.0,566,8,"National University of Ireland, Galway",0.0,0,0
Business and administration,Commerce (International) with Spanish,495,0.0,0,0.0,495,0.0,511,8,"National University of Ireland, Galway",0.0,0,0
Business and administration,Business Information Systems (Work Placement & Optional Int`l Study),465,0.0,0,0.0,465,0.0,488,8,"National University of Ireland, Galway",0.0,0,0
Business and administration,Commerce (Accounting) including optional Global Experience year,509,0.0,0,0.0,509,0.0,543,8,"National University of Ireland, Galway",0.0,0,0
Business and administration,Commerce (Gaeilge),473,0.0,0,0.0,473,0.0,511,8,"National University of Ireland, Galway",0.0,0,0
Business and administration,Commerce (Global Experience),530,0.0,0,0.0,530,0.0,554,8,"National University of Ireland, Galway",0.0,0,0
Law,Law and Business,487,0.0,0,0.0,487,0.0,510,8,"National University of Ireland, Galway",0.0,0,0
