COURSE TITLE,R1 2019,R2 2019,Course Level,2019 Interview,2019 R1 Random
Pharmacy Technician Studies,336.0,398.0,6/7,0,0
Bar and Restaurant Management,241.0,320.0,6/7,0,0
Culinary Arts (Professional Cookery Practice),242.0,382.0,6/7,0,0
Visual Merchandising and Display,463.0,873.0,6/7,1,0
Business - Applied Entrepreneurship,154.0,299.0,6/7,0,0
Journalism (Cork),,,6/7,0,0
International Hospitality Management (Limerick),,,6/7,0,0
Computing (Limerick),213.0,260.0,6/7,0,0
International Hospitality Management (Dublin),189.0,217.0,6/7,0,0
Marketing (Dublin),204.0,357.0,6/7,0,0
Business (Dublin),,349.0,6/7,0,0
Business (Dublin),142.0,190.0,6/7,0,0
Legal Studies (Dublin),,,6/7,0,0
Computing (Dublin),101.0,269.0,6/7,0,0
Music Production for Games (Dublin),,,6/7,0,0
Journalism (Dublin),144.0,367.0,6/7,0,0
Film and TV Production (Dublin),100.0,308.0,6/7,0,0
Photographic Media (Dublin),117.0,279.0,6/7,0,0
Photography (Dublin),128.0,289.0,6/7,0,0
Interior Design (Dublin),127.0,309.0,6/7,0,0
Fashion (Dublin),136.0,338.0,6/7,0,0
Computer Engineering,180.0,327.0,6/7,0,0
Computing (Information Technology),182.0,290.0,6/7,0,0
Business,180.0,251.0,6/7,0,0
Mechatronic Engineering,191.0,268.0,6/7,0,0
Business and Information Technology,183.0,280.0,6/7,0,0
Applied Social Studies in Social Care,270.0,357.0,6/7,0,0
Computer Engineering,180.0,305.0,6/7,0,0
Computing (Information Technology),108.0,252.0,6/7,0,0
Business,182.0,337.0,6/7,0,0
Engineering (Common Entry with Award options),126.0,255.0,6/7,0,0
Business (Common Entry with Award options),138.0,258.0,6/7,0,0
International Business,180.0,360.0,6/7,0,0
Sports Management and Coaching,232.0,297.0,6/7,0,0
Creative Digital Media,180.0,320.0,6/7,0,0
Horticulture,187.0,341.0,6/7,0,0
Accounting and Finance,241.0,398.0,6/7,0,0
Community and Youth Development,152.0,254.0,6/7,0,0
Early Childhood Care and Education,231.0,371.0,6/7,0,0
Digital Forensics and Cyber Security,198.0,281.0,6/7,0,0
Digital Marketing,180.0,299.0,6/7,0,0
"Design,Technology and Innovation",203.0,339.0,6/7,0,0
Culinary Arts (Level 6),133.0,241.0,6/7,0,0
Advertising and Marketing Communications,288.0,676.0,6/7,1,0
International Hospitality and Tourism Management,140.0,223.0,6/7,0,0
Culinary Arts (Level 7),190.0,262.0,6/7,0,0
Business (Common entry),179.0,254.0,6/7,0,0
Accounting and Finance,185.0,308.0,6/7,0,0
Management,171.0,269.0,6/7,0,0
Marketing,171.0,260.0,6/7,0,0
International Business,184.0,317.0,6/7,0,0
Digital Marketing,180.0,269.0,6/7,0,0
Electronic Engineering,215.0,244.0,6/7,0,0
Mechanical Engineering,187.0,268.0,6/7,0,0
Mechanical Engineering,186.0,297.0,6/7,0,0
Sustainable Energy and Environmental Engineering,196.0,309.0,6/7,0,0
Electronic Engineering,201.0,280.0,6/7,0,0
Biomedical Design,208.0,340.0,6/7,0,0
Engineering Software,233.0,300.0,6/7,0,0
Applied Biology,204.0,338.0,6/7,0,0
Computing,180.0,235.0,6/7,0,0
Bioanalysis,200.0,261.0,6/7,0,0
Computing,204.0,300.0,6/7,0,0
Information Technology Management,198.0,291.0,6/7,0,0
Pharmaceutical Science,250.0,327.0,6/7,0,0
DNA and Forensic Analysis,280.0,369.0,6/7,0,0
Sports Science and Health,331.0,399.0,6/7,0,0
Computing in Applications and Support,220.0,307.0,6/7,0,0
Business,251.0,308.0,6/7,0,0
Business Computing,233.0,320.0,6/7,0,0
Data Science,297.0,466.0,6/7,0,0
Montessori Education,143.0,357.0,6/7,0,0
Dental Nursing,379.0,430.0,6/7,0,1
Dental Hygiene,520.0,531.0,6/7,1,0
Dental Technology,367.0,477.0,6/7,1,0
Business and Management,,346.0,6/7,0,0
Business and Technology,131.0,337.0,6/7,0,0
Digital Marketing and Public Relations,147.0,328.0,6/7,0,0
Computing,120.0,295.0,6/7,0,0
Building Surveying,,293.0,6/7,0,0
Architectural Technology,184.0,340.0,6/7,0,0
Construction Management,138.0,280.0,6/7,0,0
Engineering - Electrical and Electronic Systems,176.0,273.0,6/7,0,0
Engineering - Mechanical Engineering,120.0,325.0,6/7,0,0
Engineering - Civil Engineering,183.0,345.0,6/7,0,0
Hospitality Management,194.0,308.0,6/7,0,0
Event Management,,326.0,6/7,0,0
Culinary Arts,165.0,281.0,6/7,0,0
"Sport, Exercise and Enterprise",200.0,326.0,6/7,0,0
Community Youth Work,280.0,360.0,6/7,1,0
Audio and Music Production,290.0,424.0,6/7,0,0
Creative Media,140.0,328.0,6/7,0,0
Theatre & Film Practice,175.0,369.0,6/7,0,0
Science - Bioscience,268.0,376.0,6/7,0,0
Science - Pharmaceutical Science,265.0,367.0,6/7,0,0
Veterinary Nursing,347.0,388.0,6/7,0,0
Business,162.0,288.0,6/7,0,0
Business,246.0,387.0,6/7,0,0
Business Information Systems,246.0,393.0,6/7,0,0
Rural Enterprise and Agri-Business - Mountbellew Campus,278.0,358.0,6/7,0,0
Marketing and Sales,283.0,388.0,6/7,0,0
Finance,301.0,466.0,6/7,0,0
Business with Entrepreneurship,272.0,372.0,6/7,0,0
Heritage Studies,160.0,317.0,6/7,0,0
Contemporary Art,205.0,398.0,6/7,0,0
Design,214.0,360.0,6/7,0,0
Business in Tourism,185.0,293.0,6/7,0,0
Culinary Arts,162.0,327.0,6/7,0,0
Hotel and Hospitality Operations,187.0,242.0,6/7,0,0
Heritage Studies,170.0,224.0,6/7,0,0
Hotel and Catering Management,170.0,311.0,6/7,0,0
Retail Management,180.0,264.0,6/7,0,0
Event Management with Public Relations,210.0,329.0,6/7,0,0
International Tourism Management,176.0,298.0,6/7,0,0
Culinary and Gastronomic Science,160.0,289.0,6/7,0,0
Construction Management,243.0,338.0,6/7,0,0
Quantity Surveying and Construction Economics,205.0,321.0,6/7,0,0
Architectural Technology,200.0,352.0,6/7,0,0
Civil Engineering,247.0,387.0,6/7,0,0
Software and Electronic Engineering,204.0,389.0,6/7,0,0
Mechanical Engineering,261.0,392.0,6/7,0,0
Energy Engineering,275.0,362.0,6/7,0,0
Biomedical Engineering,303.0,454.0,6/7,0,0
Agricultural Engineering,282.0,369.0,6/7,0,0
Engineering (Common Entry to Manu/Agri/Biomed/Energy/Mech Eng),291.0,444.0,6/7,0,0
Manufacturing Engineering Design,235.0,299.0,6/7,0,0
Applied Freshwater and Marine Biology,280.0,379.0,6/7,0,0
Applied Biology and Biopharmaceutical Science,280.0,430.0,6/7,0,0
Chemical and Pharmaceutical Science,293.0,454.0,6/7,0,0
Physics and Instrumentation,308.0,403.0,6/7,0,0
Science (Undenominated),288.0,456.0,6/7,0,0
Computing in Software Development,261.0,343.0,6/7,0,0
Computing and Digital Media,240.0,308.0,6/7,0,0
Agriculture and Environmental Management - Mountbellew Campus,290.0,347.0,6/7,0,0
History & Geography - Mayo Campus,161.0,373.0,6/7,0,0
Outdoor Education and Leisure - Mayo Campus,161.0,308.0,6/7,0,0
Early Childhood Care and Education - Mayo Campus,190.0,367.0,6/7,0,0
Culture and Environment - Mayo Campus,224.0,268.0,6/7,0,0
Applied Social Care - Mayo Campus,242.0,336.0,6/7,0,0
Furniture Design and Manufacture - Letterfrack Campus,225.0,372.0,6/7,0,0
Furniture and Wood Technology - Letterfrack Campus,200.0,352.0,6/7,0,0
Business,,358.0,6/7,0,0
Business (Common Entry),162.0,332.0,6/7,0,0
"Business - Administration, IT and Customer Service",179.0,272.0,6/7,0,0
Sports Studies,137.0,279.0,6/7,0,0
Law - with Criminal Justice/Spanish/Irish options,160.0,330.0,6/7,0,0
"Culinary Arts at Killybegs, Co Donegal",170.0,307.0,6/7,0,0
"Hospitality and Tourism at Killybegs, Co Donegal (Common Entry)",162.0,260.0,6/7,0,0
"Bar and Restaurant Supervision at Killybegs, Co Donegal",,146.0,6/7,0,0
Photography,,260.0,6/7,0,0
Digital Film and Video,170.0,272.0,6/7,0,0
Animation,169.0,316.0,6/7,1,0
Fashion with Promotion,266.0,347.0,6/7,1,0
Graphic and Digital Design,171.0,296.0,6/7,1,0
Quantity Surveying,164.0,278.0,6/7,0,0
Building Services and Renewable Energy,210.0,298.0,6/7,0,0
Civil Engineering,166.0,351.0,6/7,0,0
Architectural Technology,182.0,291.0,6/7,0,0
Electronic/Computer Engineering (Common Entry),187.0,302.0,6/7,0,0
Mechanical Engineering,180.0,316.0,6/7,0,0
Computer Games Development,234.0,351.0,6/7,0,0
Computing,181.0,300.0,6/7,0,0
Computer Security and Digital Forensics,172.0,358.0,6/7,0,0
Pharmacy Technician,216.0,377.0,6/7,0,0
Dental Nursing,180.0,307.0,6/7,0,0
Bioscience,237.0,377.0,6/7,0,0
Health Science with Physiotherapy Studies,309.0,440.0,6/7,0,0
Health Science with Occupational Therapy Studies,245.0,382.0,6/7,0,0
Food Science and Nutrition,165.0,347.0,6/7,0,0
Health Science with Dietetics Studies,316.0,440.0,6/7,0,0
Veterinary Nursing,347.0,378.0,6/7,0,1
Pharmaceutical & Medicinal Science,181.0,357.0,6/7,0,0
Agriculture,188.0,307.0,6/7,0,0
"Early Childhood Care, Health and Education",135.0,308.0,6/7,0,0
Health and Social Care,147.0,297.0,6/7,0,0
Counselling Skills and Psychotherapy Studies (Limerick),238.0,368.0,6/7,0,0
Counselling Skills and Addiction Studies (Limerick),236.0,326.0,6/7,0,0
Counselling Skills and Youth Studies (Limerick),233.0,328.0,6/7,0,0
Accounting and Finance,233.0,444.0,6/7,0,0
Marketing and Management,270.0,398.0,6/7,0,0
Sports Development and Coaching,253.0,329.0,6/7,0,0
Business with Computing,232.0,371.0,6/7,0,0
Internet Systems Development,226.0,298.0,6/7,0,0
Civil Engineering,200.0,366.0,6/7,0,0
Construction,172.0,290.0,6/7,0,0
Interior Design,231.0,369.0,6/7,0,0
Applied Biology,260.0,431.0,6/7,0,0
Forensic and Pharmaceutical Sciences,278.0,440.0,6/7,0,0
Medical Technology,287.0,413.0,6/7,0,0
Music Technology and Production,327.0,389.0,6/7,0,0
Electrical Engineering,241.0,329.0,6/7,0,0
Creative Broadcast and Film Production,300.0,389.0,6/7,0,0
Industrial Automation and Robotic Systems,226.0,364.0,6/7,0,0
Renewable and Electrical Energy Engineering,317.0,403.0,6/7,0,0
Electronic Engineering,200.0,382.0,6/7,0,0
Automobile Technology,208.0,298.0,6/7,0,0
Precision Engineering,242.0,425.0,6/7,0,0
"Agricultural Mechanisation at Salesian Agricultural College,Pallaskenry",209.0,310.0,6/7,0,0
Mechanical Engineering,242.0,385.0,6/7,0,0
Road Transport Technology and Management,186.0,299.0,6/7,0,0
Community Sport Development,155.0,255.0,6/7,0,0
Hotel Front Office Management,178.0,249.0,6/7,0,0
Culinary Arts,148.0,280.0,6/7,0,0
Hospitality Studies,146.0,261.0,6/7,0,0
Marketing and Management (Thurles),136.0,339.0,6/7,0,0
Sports Strength and Conditioning (Thurles),169.0,299.0,6/7,0,0
Environmental and Geographic Sciences (Thurles),201.0,358.0,6/7,0,0
Environmental Management in Agriculture (Thurles),226.0,326.0,6/7,0,0
Early Childhood Education & Care (Thurles),163.0,337.0,6/7,0,0
Creative Media and Design (Clonmel),126.0,360.0,6/7,0,0
Social Care Work (Ennis),222.0,327.0,6/7,0,0
Early Childhood Education & Care (Ennis),126.0,327.0,6/7,0,0
Equine Science,338.0,413.0,6/7,0,0
Business,,338.0,6/7,0,0
Computing (Level 6 - General Entry),190.0,318.0,6/7,0,0
Business in Office Administration,,215.0,6/7,0,0
Business in Accounting,213.0,307.0,6/7,0,0
Computing - Games Development,168.0,260.0,6/7,0,0
Applied Sport with Business,,236.0,6/7,0,0
Business in Tourism with Event Management,187.0,282.0,6/7,0,0
Computing - Software Development,207.0,295.0,6/7,0,0
Computing (Computer Networks and Cloud Infrastructure),244.0,290.0,6/7,0,0
Computing (Level 7 - General Entry),271.0,357.0,6/7,0,0
Fine Art,248.0,454.0,6/7,1,0
Creative Design,207.0,338.0,6/7,0,0
Performing Arts (Theatre Design),216.0,431.0,6/7,0,0
Performing Arts (Acting),225.0,335.0,6/7,0,0
Engineering Undenominated,177.0,270.0,6/7,0,0
Civil Engineering,190.0,270.0,6/7,0,0
Construction Economics,161.0,190.0,6/7,0,0
Mechanical Engineering,,318.0,6/7,0,0
Electronic and Computer Engineering,179.0,267.0,6/7,0,0
Mechatronics,260.0,260.0,6/7,0,0
Applied Construction Technology,328.0,336.0,6/7,0,0
Engineering Undenominated,233.0,404.0,6/7,0,0
Interior Architecture and Design,213.0,347.0,6/7,0,0
Advanced Wood and Sustainable Building Technology,180.0,289.0,6/7,0,0
Mechanical Engineering,216.0,309.0,6/7,0,0
Mechatronics,288.0,382.0,6/7,0,0
Precision Engineering and Design,263.0,404.0,6/7,0,0
Electronic and Computer Engineering,255.0,456.0,6/7,0,0
Civil Engineering,226.0,345.0,6/7,0,0
Quantity Surveying,188.0,300.0,6/7,0,0
Science,175.0,339.0,6/7,0,0
Applied Archaeology,297.0,328.0,6/7,0,0
Health and Exercise Science,397.0,456.0,6/7,0,0
Pharmaceutical Science with Drug Development,262.0,378.0,6/7,0,0
Environmental Protection,279.0,362.0,6/7,0,0
Occupational Safety and Health,224.0,339.0,6/7,0,0
Human Nutrition,288.0,409.0,6/7,0,0
Health Science and Physiology,288.0,413.0,6/7,0,0
Biomedical Science,268.0,444.0,6/7,0,0
Forensic Investigation and Analysis,237.0,348.0,6/7,0,0
Applied Archaeology,279.0,333.0,6/7,0,0
Business Administration,186.0,291.0,6/7,0,0
Business,183.0,338.0,6/7,0,0
Marketing and Sales,121.0,270.0,6/7,0,0
Culinary Arts,128.0,234.0,6/7,0,0
Science (Biological and Environmental Studies),207.0,357.0,6/7,0,0
Pharmacy Technician,250.0,367.0,6/7,0,0
Computing with Software Development,209.0,327.0,6/7,0,0
Computing with Games Development,202.0,321.0,6/7,0,0
Computing with Digital Media,243.0,352.0,6/7,0,0
Computing (Degree Award options),214.0,377.0,6/7,0,0
Computer Systems and Networking,309.0,309.0,6/7,0,0
Culinary Arts,321.0,368.0,6/7,0,0
Business (Major Specialism in: Acctng or Mktg or Mgmnt),207.0,373.0,6/7,0,0
Construction Management,,,6/7,0,0
Agricultural Engineering,228.0,324.0,6/7,0,0
Civil and Environmental Engineering,208.0,364.0,6/7,0,0
Engineering in Mechatronics Engineering,,,6/7,0,0
Engineering in Mechanical and Manufacturing Engineering,,,6/7,0,0
Agricultural Science,271.0,397.0,6/7,0,0
Pharmaceutical Science (Degree Award options),259.0,399.0,6/7,0,0
Animal Bioscience,250.0,356.0,6/7,0,0
Health and Leisure (Degree Award Options),215.0,387.0,6/7,0,0
Health and Leisure with Massage,216.0,405.0,6/7,0,0
Coaching and Sports Performance,120.0,329.0,6/7,0,0
Early Childhood Care and Education,201.0,360.0,6/7,0,0
Social Care,215.0,318.0,6/7,0,0
Business,136.0,292.0,6/7,0,0
Electronic Engineering,224.0,378.0,6/7,0,0
Mechanical Engineering,200.0,301.0,6/7,0,0
Legal Studies,170.0,307.0,6/7,0,0
Applied Social Care,180.0,297.0,6/7,0,0
Recreation and Sport Management,181.0,282.0,6/7,0,0
Forestry,181.0,331.0,6/7,0,0
Architectural Technology,201.0,350.0,6/7,0,0
Horticulture (Waterford - Kildalton),260.0,371.0,6/7,0,0
Horticulture (Dublin - National Botanic Gardens),209.0,356.0,6/7,0,0
Agriculture,356.0,424.0,6/7,0,0
Civil Engineering,200.0,364.0,6/7,0,0
Software Systems Development,180.0,344.0,6/7,0,0
Multimedia Applications Development,170.0,309.0,6/7,0,0
Information Technology,121.0,280.0,6/7,0,0
Business,200.0,357.0,6/7,0,0
Food Science with Business,222.0,382.0,6/7,0,0
Culinary Arts,142.0,269.0,6/7,0,0
Hospitality Studies,182.0,278.0,6/7,0,0
Tourism,134.0,282.0,6/7,0,0
Pharmaceutical Science,207.0,367.0,6/7,0,0
"Science (Mol. Biology with Biopharm.,Food Science with Business,Pharm",213.0,413.0,6/7,0,0
Electrical Engineering,188.0,315.0,6/7,0,0
Retail Management,190.0,298.0,6/7,0,0
Applied Health Care,206.0,339.0,6/7,0,0
Molecular Biology with Biopharmaceutical Science,208.0,441.0,6/7,0,0
Electronic Engineering,191.0,322.0,6/7,0,0
Mechanical Engineering,179.0,330.0,6/7,0,0
Manufacturing Engineering,195.0,330.0,6/7,0,0
