CATEGORY,COURSE TITLE,COURSE CODE,R1 2020,2020 R1 Random,R2 2020,2020 R2 Random,EOS,EOS Random *,EOS Mid-point,Course Level,HEI,2020 Interview,avp,v
Business and administration,Arts Management,229.0,0.0,229.0,0.0,235,,337,8,"Dun Laoghaire Institute of Art, Design and Technology",0.0,avp,v,DL
Business and administration,Business Management,235.0,0.0,,0.0,237,,325,8,"Dun Laoghaire Institute of Art, Design and Technology",0.0,,,DL
Social and behavioural sciences,Applied Psychology,379.0,0.0,,0.0,379,,434,8,"Dun Laoghaire Institute of Art, Design and Technology",0.0,,,DL
Arts,Visual Communication Design,855.0,0.0,,0.0,855,,1024,8,"Dun Laoghaire Institute of Art, Design and Technology",1.0,,,DL
Arts,Art,572.0,0.0,,0.0,572,,941,8,"Dun Laoghaire Institute of Art, Design and Technology",1.0,,,DL
Arts,"3D Design, Modelmaking and Digital Art",506.0,0.0,,0.0,538,,920,8,"Dun Laoghaire Institute of Art, Design and Technology",1.0,,,DL
Arts,Design for Stage and Screen (Costume Design),593.0,0.0,,0.0,593,,947,8,"Dun Laoghaire Institute of Art, Design and Technology",1.0,,,DL
Arts,Design for Stage and Screen (Character Makeup Design),939.0,0.0,,0.0,939,,968,8,"Dun Laoghaire Institute of Art, Design and Technology",1.0,,,DL
Arts,Design for Stage and Screen (Production Design),781.0,0.0,,0.0,781,,1026,8,"Dun Laoghaire Institute of Art, Design and Technology",1.0,,,DL
Arts,Animation,920.0,0.0,,0.0,920,,1022,8,"Dun Laoghaire Institute of Art, Design and Technology",1.0,,,DL
Arts,Photography,650.0,0.0,,0.0,667,,854,8,"Dun Laoghaire Institute of Art, Design and Technology",1.0,,,DL
Arts,Film and Television Production,990.0,0.0,,0.0,990,,1040,8,"Dun Laoghaire Institute of Art, Design and Technology",1.0,,,DL
Information and Communication Technologies (ICTs),Creative Computing,219.0,0.0,,0.0,219,,300,8,"Dun Laoghaire Institute of Art, Design and Technology",0.0,,,DL
Humanities (except languages),New Media Studies,201.0,0.0,,0.0,201,,316,8,"Dun Laoghaire Institute of Art, Design and Technology",0.0,,,DL
Arts,Creative Music Production,754.0,0.0,,0.0,754,,972,8,"Dun Laoghaire Institute of Art, Design and Technology",1.0,,,DL
Information and Communication Technologies (ICTs),Interaction and User Experience Design,683.0,0.0,683.0,0.0,683,,990,8,"Dun Laoghaire Institute of Art, Design and Technology",1.0,avp,,DL
Business and administration,Digital Marketing,228.0,0.0,228.0,0.0,228,,327,8,"Dun Laoghaire Institute of Art, Design and Technology",0.0,avp,,DL
Arts,English and Equality Studies,276.0,0.0,,0.0,276,,341,8,"Dun Laoghaire Institute of Art, Design and Technology",0.0,avp,,DL
Architecture and construction,Architecture,510.0,0.0,,0.0,510,,541,8,University College Dublin (NUI),0.0,,,DN
Architecture and construction,Landscape Architecture,407.0,0.0,,0.0,407,,453,8,University College Dublin (NUI),0.0,,,DN
Architecture and construction,City Planning and Environmental Policy,407.0,0.0,400.0,0.0,390,,432,8,University College Dublin (NUI),0.0,,,DN
Engineering and engineering trades,Engineering (Common Entry),531.0,0.0,521.0,0.0,520,1.0,565,8,University College Dublin (NUI),0.0,,,DN
"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics",Science (options),533.0,0.0,,0.0,533,,567,8,University College Dublin (NUI),0.0,,,DN
Information and Communication Technologies (ICTs),Computer Science (Common Entry),510.0,0.0,,0.0,510,,542,8,University College Dublin (NUI),0.0,,,DN
Mathematics and statistics,Actuarial and Financial Studies,601.0,0.0,,0.0,601,,613,8,University College Dublin (NUI),0.0,,,DN
Environment,Sustainability,440.0,0.0,,0.0,440,,498,8,University College Dublin (NUI),0.0,,,DN
"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Agricultural Science (options),456.0,0.0,455.0,0.0,453,,488,8,University College Dublin (NUI),0.0,,,DN
Agriculture,Dairy Business,410.0,0.0,,0.0,410,,455,8,University College Dublin (NUI),0.0,,,DN
Environment,Agri - Environmental Sciences,418.0,0.0,,0.0,413,,443,8,University College Dublin (NUI),0.0,,,DN
Agriculture,Food Science,477.0,0.0,,0.0,476,1.0,495,8,University College Dublin (NUI),0.0,,,DN
Health,Human Nutrition,531.0,0.0,,0.0,531,,553,8,University College Dublin (NUI),0.0,,,DN
"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Forestry,311.0,0.0,,0.0,311,,359,8,University College Dublin (NUI),0.0,,,DN
Agriculture,"Horticulture, Landscape and Sportsturf Management",297.0,0.0,282.0,0.0,282,,378,8,University College Dublin (NUI),0.0,,,DN
Veterinary,Veterinary Medicine - Undergraduate Entry,589.0,0.0,,0.0,589,,602,8,University College Dublin (NUI),1.0,,,DN
Veterinary,Veterinary Medicine - Graduate Entry (GAMSAT required),,0.0,,0.0,1,,,8,University College Dublin (NUI),1.0,,,DN
Veterinary,Veterinary Nursing,478.0,0.0,477.0,0.0,466,1.0,489,8,University College Dublin (NUI),0.0,,,DN
Health,Medicine - Undergraduate Entry (HPAT required),737.0,0.0,736.0,1.0,736,1.0,748,8,University College Dublin (NUI),1.0,,,DN
Health,Medicine - Graduate Entry (GAMSAT required),,0.0,,0.0,58,1.0,61,8,University College Dublin (NUI),1.0,,,DN
Health,Radiography,534.0,0.0,532.0,1.0,531,1.0,543,8,University College Dublin (NUI),0.0,,,DN
Health,Radiography - Graduate Entry,,0.0,,0.0,1,,,8,University College Dublin (NUI),1.0,,,DN
Health,Physiotherapy,578.0,0.0,577.0,1.0,568,,589,8,University College Dublin (NUI),0.0,,,DN
Health,Health and Performance Science,510.0,0.0,509.0,1.0,507,,521,8,University College Dublin (NUI),0.0,,,DN
Business and administration,Sport and Exercise Management,455.0,0.0,445.0,0.0,433,,455,8,University College Dublin (NUI),0.0,,,DN
Biological and related sciences,"Biomedical, Health and Life Sciences",590.0,0.0,589.0,1.0,589,1.0,601,8,University College Dublin (NUI),0.0,,,DN
Health,General Nursing,429.0,1.0,424.0,0.0,421,,445,8,University College Dublin (NUI),0.0,,,DN
Health,Children`s and General Nursing (Integrated),509.0,0.0,506.0,0.0,499,,529,8,University College Dublin (NUI),0.0,,,DN
Health,Midwifery,489.0,0.0,476.0,0.0,473,,499,8,University College Dublin (NUI),0.0,,,DN
Health,Mental Health Nursing,397.0,0.0,393.0,0.0,393,,412,8,University College Dublin (NUI),0.0,,,DN
Arts,Joint Honours (options),310.0,0.0,,0.0,310,,409,8,University College Dublin (NUI),0.0,,,DN
Humanities (except languages),Humanities (options),340.0,0.0,336.0,0.0,326,,419,8,University College Dublin (NUI),0.0,,,DN
Languages,Modern Languages (options),303.0,0.0,,0.0,300,,443,8,University College Dublin (NUI),0.0,,,DN
Law,Law (options),546.0,0.0,544.0,0.0,543,1.0,566,8,University College Dublin (NUI),0.0,,,DN
Business and administration,Business and Law,545.0,0.0,,0.0,544,,577,8,University College Dublin (NUI),0.0,,,DN
Business and administration,Commerce,521.0,1.0,521.0,1.0,521,1.0,543,8,University College Dublin (NUI),0.0,,,DN
Business and administration,Commerce International (options),517.0,0.0,511.0,0.0,510,1.0,531,8,University College Dublin (NUI),0.0,,,DN
Business and administration,Economics and Finance,613.0,0.0,,0.0,613,,625,8,University College Dublin (NUI),0.0,,,DN
Social and behavioural sciences,Social Sciences (options),421.0,0.0,419.0,0.0,418,,466,8,University College Dublin (NUI),0.0,,,DN
Social and behavioural sciences,Economics,498.0,1.0,498.0,1.0,498,1.0,510,8,University College Dublin (NUI),0.0,,,DN
Social and behavioural sciences,Psychology,530.0,0.0,522.0,1.0,522,1.0,543,8,University College Dublin (NUI),0.0,,,DN
Social and behavioural sciences,Social Policy and Sociology,378.0,0.0,,0.0,377,,408,8,University College Dublin (NUI),0.0,,,DN
Information and Communication Technologies (ICTs),Computing and Multimedia (Level 6 - Higher Certificate),,0.0,,0.0,198,,367,6,Dorset College,0.0,,,DS
Information and Communication Technologies (ICTs),Computing and Multimedia (Level 6 - Certificate),,0.0,,0.0,423,,523,6,Dorset College,0.0,,,DS
Business and administration,Business,,0.0,,0.0,299,,299,7,Dorset College,0.0,,,DS
Information and Communication Technologies (ICTs),Computing and Multimedia (Level 7),,0.0,,0.0,290,,413,7,Dorset College,0.0,,,DS
Business and administration,Business,163.0,0.0,163.0,0.0,163,,278,6,Galway-Mayo Institute of Technology,0.0,avp,,GA
Business and administration,Business,250.0,0.0,,0.0,250,,420,7,Galway-Mayo Institute of Technology,0.0,,,GA
Information and Communication Technologies (ICTs),Business Information Systems,250.0,0.0,,0.0,250,,367,7,Galway-Mayo Institute of Technology,0.0,,,GA
Agriculture,Rural Enterprise and Agri-Business,277.0,0.0,,0.0,277,,382,7,Galway-Mayo Institute of Technology,0.0,,,GA
Business and administration,Marketing and Sales,281.0,0.0,,0.0,282,,377,7,Galway-Mayo Institute of Technology,0.0,,,GA
Business and administration,Finance,278.0,0.0,,0.0,278,,467,7,Galway-Mayo Institute of Technology,0.0,,,GA
Business and administration,Business with Entrepreneurship,278.0,0.0,,0.0,278,,411,7,Galway-Mayo Institute of Technology,0.0,,,GA
Business and administration,Accounting,309.0,0.0,,0.0,309,,403,8,Galway-Mayo Institute of Technology,0.0,,,GA
Business and administration,Business,287.0,0.0,,0.0,287,,347,8,Galway-Mayo Institute of Technology,0.0,,,GA
Information and Communication Technologies (ICTs),Business Information Systems,296.0,0.0,,0.0,296,,356,8,Galway-Mayo Institute of Technology,0.0,,,GA
Business and administration,Marketing and Sales,307.0,0.0,,0.0,307,,357,8,Galway-Mayo Institute of Technology,0.0,,,GA
Business and administration,Finance and Economics,293.0,0.0,,0.0,293,,392,8,Galway-Mayo Institute of Technology,0.0,,,GA
Business and administration,Business with Entrepreneurship,280.0,0.0,,0.0,280,,356,8,Galway-Mayo Institute of Technology,0.0,,,GA
Agriculture,Rural Enterprise and Agri-Business,281.0,0.0,,0.0,281,,352,8,Galway-Mayo Institute of Technology,0.0,,,GA
Social and behavioural sciences,Heritage Studies,188.0,0.0,188.0,0.0,188,,363,7,Galway-Mayo Institute of Technology,0.0,avp,,GA
Arts,Contemporary Art,702.0,0.0,,0.0,702,,892,7,Galway-Mayo Institute of Technology,1.0,,,GA
Arts,Design,251.0,0.0,,0.0,251,,378,7,Galway-Mayo Institute of Technology,0.0,,,GA
Arts,Film and Documentary,304.0,0.0,,0.0,304,,379,8,Galway-Mayo Institute of Technology,0.0,,,GA
Social and behavioural sciences,Heritage Studies,220.0,0.0,,0.0,220,,281,8,Galway-Mayo Institute of Technology,0.0,,,GA
Arts,Contemporary Art,679.0,0.0,,0.0,679,,870,8,Galway-Mayo Institute of Technology,1.0,,,GA
Arts,Design,303.0,0.0,,0.0,303,,356,8,Galway-Mayo Institute of Technology,0.0,,,GA
Education,"Education (Art, Design and Graphics)",,0.0,,0.0,,,,8,Galway-Mayo Institute of Technology,0.0,,,GA
Personal services,Business in Tourism,172.0,0.0,172.0,0.0,172,,260,6,Galway-Mayo Institute of Technology,0.0,avp,,GA
Personal services,Culinary Arts,193.0,0.0,,0.0,193,,375,6,Galway-Mayo Institute of Technology,0.0,,,GA
Personal services,Hotel and Hospitality Operations,240.0,0.0,228.0,0.0,228,,330,6,Galway-Mayo Institute of Technology,0.0,avp,,GA
Social and behavioural sciences,Heritage Studies,252.0,0.0,252.0,0.0,252,,369,6,Galway-Mayo Institute of Technology,0.0,avp,,GA
Personal services,Hotel and Catering Management,198.0,0.0,,0.0,198,,362,7,Galway-Mayo Institute of Technology,0.0,avp,,GA
Personal services,Event Management with Public Relations,206.0,0.0,187.0,0.0,187,,348,7,Galway-Mayo Institute of Technology,0.0,avp,,GA
Personal services,International Tourism Management,172.0,0.0,,0.0,172,,360,7,Galway-Mayo Institute of Technology,0.0,avp,,GA
Manufacturing and processing,Culinary and Gastronomic Science,219.0,0.0,,0.0,219,,432,7,Galway-Mayo Institute of Technology,0.0,,,GA
Personal services,International Hotel Management,242.0,0.0,,0.0,242,,330,8,Galway-Mayo Institute of Technology,0.0,,,GA
Personal services,International Tourism Management,278.0,0.0,,0.0,278,,350,8,Galway-Mayo Institute of Technology,0.0,,,GA
Manufacturing and processing,Culinary and Gastronomic Science,206.0,0.0,,0.0,206,,337,8,Galway-Mayo Institute of Technology,0.0,,,GA
Personal services,Event Management with Public Relations,212.0,0.0,,0.0,212,,328,8,Galway-Mayo Institute of Technology,0.0,,,GA
Architecture and construction,Construction Management,244.0,0.0,243.0,0.0,243,,349,7,Galway-Mayo Institute of Technology,0.0,,,GA
Architecture and construction,Quantity Surveying and Construction Economics,200.0,0.0,,0.0,200,,347,7,Galway-Mayo Institute of Technology,0.0,,,GA
Architecture and construction,Architectural Technology,226.0,0.0,,0.0,226,,367,7,Galway-Mayo Institute of Technology,0.0,,,GA
Architecture and construction,Civil Engineering,241.0,0.0,,0.0,241,,432,7,Galway-Mayo Institute of Technology,0.0,,,GA
Architecture and construction,Construction Management,260.0,0.0,,0.0,260,,336,8,Galway-Mayo Institute of Technology,0.0,,,GA
Architecture and construction,Quantity Surveying and Construction Economics,288.0,0.0,,0.0,288,,350,8,Galway-Mayo Institute of Technology,0.0,,,GA
Architecture and construction,Architectural Technology,265.0,0.0,,0.0,265,,337,8,Galway-Mayo Institute of Technology,0.0,,,GA
Architecture and construction,Civil Engineering,290.0,0.0,,0.0,290,,383,8,Galway-Mayo Institute of Technology,0.0,,,GA
Engineering and engineering trades,Software and Electronic Engineering,224.0,0.0,,0.0,224,,399,7,Galway-Mayo Institute of Technology,0.0,,,GA
Engineering and engineering trades,Software and Electronic Engineering,300.0,0.0,,0.0,300,,393,8,Galway-Mayo Institute of Technology,0.0,,,GA
Engineering and engineering trades,Mechanical Engineering,265.0,0.0,,0.0,265,,413,7,Galway-Mayo Institute of Technology,0.0,,,GA
Engineering and engineering trades,Energy Engineering,260.0,0.0,,0.0,260,,452,7,Galway-Mayo Institute of Technology,0.0,,,GA
Engineering and engineering trades,Biomedical Engineering,298.0,0.0,,0.0,298,,455,7,Galway-Mayo Institute of Technology,0.0,,,GA
Engineering and engineering trades,Agricultural Engineering,298.0,0.0,,0.0,298,,386,7,Galway-Mayo Institute of Technology,0.0,,,GA
Engineering and engineering trades,Engineering (Common Entry to Manu/Agri/Biomed/Energy/Mech Eng),290.0,0.0,,0.0,290,,465,7,Galway-Mayo Institute of Technology,0.0,,,GA
Manufacturing and processing,Manufacturing Engineering Design,235.0,0.0,,0.0,235,,379,7,Galway-Mayo Institute of Technology,0.0,,,GA
Engineering and engineering trades,Mechanical Engineering,330.0,0.0,,0.0,330,,401,8,Galway-Mayo Institute of Technology,0.0,,,GA
Engineering and engineering trades,Energy Engineering,293.0,0.0,,0.0,293,,366,8,Galway-Mayo Institute of Technology,0.0,,,GA
Engineering and engineering trades,Biomedical Engineering,313.0,0.0,,0.0,313,,393,8,Galway-Mayo Institute of Technology,0.0,,,GA
Engineering and engineering trades,Agricultural Engineering,309.0,0.0,,0.0,309,,385,8,Galway-Mayo Institute of Technology,0.0,,,GA
Engineering and engineering trades,Engineering (Common entry to Agri/Biomed/Energy/Mech Eng),340.0,0.0,,0.0,340,,405,8,Galway-Mayo Institute of Technology,0.0,,,GA
Manufacturing and processing,Manufacturing Engineering Design,309.0,0.0,,0.0,309,,379,8,Galway-Mayo Institute of Technology,0.0,,,GA
Biological and related sciences,Applied Freshwater and Marine Biology,280.0,0.0,,0.0,280,,388,7,Galway-Mayo Institute of Technology,0.0,,,GA
Biological and related sciences,Applied Biology and Biopharmaceutical Science,280.0,0.0,,0.0,280,,465,7,Galway-Mayo Institute of Technology,0.0,,,GA
Environment,Chemical and Pharmaceutical Science,280.0,0.0,,0.0,280,,487,7,Galway-Mayo Institute of Technology,0.0,,,GA
Physical sciences,Physics and Instrumentation,299.0,0.0,,0.0,299,,521,7,Galway-Mayo Institute of Technology,0.0,,,GA
Biological and related sciences,Science (Undenominated),289.0,0.0,,0.0,289,,490,7,Galway-Mayo Institute of Technology,0.0,,,GA
Information and Communication Technologies (ICTs),Computing in Software Development,260.0,0.0,,0.0,260,,356,7,Galway-Mayo Institute of Technology,0.0,,,GA
Information and Communication Technologies (ICTs),Computing and Digital Media,241.0,0.0,,0.0,241,,381,7,Galway-Mayo Institute of Technology,0.0,,,GA
Agriculture,Agriculture and Environmental Management,281.0,0.0,,0.0,281,,393,7,Galway-Mayo Institute of Technology,0.0,,,GA
Biological and related sciences,Applied Freshwater and Marine Biology,327.0,0.0,,0.0,327,,377,8,Galway-Mayo Institute of Technology,0.0,,,GA
Biological and related sciences,Applied Biology and Biopharmaceutical Science,337.0,0.0,,0.0,337,,390,8,Galway-Mayo Institute of Technology,0.0,,,GA
Environment,Chemical and Pharmaceutical Science,336.0,0.0,,0.0,336,,388,8,Galway-Mayo Institute of Technology,0.0,,,GA
Physical sciences,Physics and Instrumentation,363.0,0.0,,0.0,363,,408,8,Galway-Mayo Institute of Technology,0.0,,,GA
Biological and related sciences,Science (Undenominated),372.0,0.0,,0.0,372,,403,8,Galway-Mayo Institute of Technology,0.0,,,GA
Health,Medical Science,473.0,0.0,,0.0,473,,500,8,Galway-Mayo Institute of Technology,0.0,,,GA
Physical sciences,Forensic Science and Analysis,317.0,0.0,,0.0,317,,387,8,Galway-Mayo Institute of Technology,0.0,,,GA
Information and Communication Technologies (ICTs),Computing in Software Development,270.0,0.0,,0.0,270,,315,8,Galway-Mayo Institute of Technology,0.0,,,GA
Information and Communication Technologies (ICTs),Computing and Digital Media,274.0,0.0,,0.0,282,,356,8,Galway-Mayo Institute of Technology,0.0,,,GA
Agriculture,Agriculture and Environmental Management,287.0,0.0,,0.0,289,,371,8,Galway-Mayo Institute of Technology,0.0,,,GA
Personal services,Sport and Exercise Science,356.0,0.0,,0.0,356,,409,8,Galway-Mayo Institute of Technology,0.0,,,GA
Biological and related sciences,Public Health Nutrition,368.0,0.0,,0.0,368,,409,8,Galway-Mayo Institute of Technology,0.0,,,GA
Humanities (except languages),History & Geography,178.0,0.0,,0.0,178,,382,6,Galway-Mayo Institute of Technology,0.0,avp,,GA
Education,Early Childhood Education and Care,214.0,0.0,204.0,0.0,204,,357,6,Galway-Mayo Institute of Technology,0.0,avp,,GA
Personal services,Outdoor Education and Leisure,182.0,0.0,171.0,0.0,171,,399,7,Galway-Mayo Institute of Technology,0.0,avp,,GA
Education,Early Childhood Education and Care,190.0,0.0,,0.0,190,,367,7,Galway-Mayo Institute of Technology,0.0,,,GA
Social and behavioural sciences,Culture and Environment,196.0,0.0,,0.0,196,,328,7,Galway-Mayo Institute of Technology,0.0,avp,,GA
Welfare,Applied Social Care,244.0,0.0,,0.0,244,,337,7,Galway-Mayo Institute of Technology,0.0,,,GA
Health,General Nursing,429.0,1.0,422.0,1.0,422,1.0,441,8,Galway-Mayo Institute of Technology,0.0,,,GA
Health,Psychiatric Nursing,367.0,0.0,,0.0,367,,377,8,Galway-Mayo Institute of Technology,0.0,,,GA
Personal services,Outdoor Education,252.0,0.0,,0.0,252,,262,8,Galway-Mayo Institute of Technology,0.0,avp,,GA
Humanities (except languages),History and Geography,244.0,0.0,,0.0,244,,380,8,Galway-Mayo Institute of Technology,0.0,,,GA
Welfare,Applied Social Care,266.0,0.0,,0.0,266,,298,8,Galway-Mayo Institute of Technology,0.0,,,GA
Education,Early Childhood Education and Care,270.0,0.0,,0.0,270,,327,8,Galway-Mayo Institute of Technology,0.0,,,GA
Environment,Geography and Outdoor Education,244.0,0.0,,0.0,244,,391,8,Galway-Mayo Institute of Technology,0.0,avp,,GA
Arts,"Furniture Design, Making and Technology - Common Entry",214.0,0.0,,0.0,214,,388,7,Galway-Mayo Institute of Technology,0.0,,,GA
Education,Education (Design Graphics and Construction),377.0,0.0,,0.0,377,,411,8,Galway-Mayo Institute of Technology,0.0,,,GA
Arts,"Furniture Design, Making and Technology - Common Entry",284.0,0.0,,0.0,284,,369,8,Galway-Mayo Institute of Technology,0.0,,,GA
Business and administration,Business,,0.0,,0.0,115,,415,7,Galway Business School,0.0,avp,,GB
Business and administration,Business Studies,252.0,0.0,252.0,0.0,252,,369,8,Griffith College,0.0,avp,,GC
Business and administration,Accounting and Finance,303.0,0.0,303.0,0.0,303,,388,8,Griffith College,0.0,avp,,GC
Information and Communication Technologies (ICTs),Computing Science,335.0,0.0,325.0,0.0,325,,393,8,Griffith College,0.0,avp,,GC
Journalism and information,Communications and Media Production,,0.0,,0.0,,,,8,Griffith College,0.0,avp,,GC
Business and administration,Business Studies,429.0,0.0,,0.0,390,,432,8,Griffith College,0.0,avp,,GC
Business and administration,Accounting & Finance,253.0,0.0,253.0,0.0,253,,346,8,Griffith College,0.0,avp,,GC
Business and administration,Business Studies - HRM,,0.0,,0.0,,,,8,Griffith College,0.0,avp,,GC
Personal services,International Hospitality Management,253.0,0.0,253.0,0.0,253,,253,8,Griffith College,0.0,avp,,GC
Personal services,International Hospitality Management,253.0,0.0,253.0,0.0,253,,253,7,Griffith College,0.0,avp,,GC
Information and Communication Technologies (ICTs),Computing,217.0,0.0,195.0,0.0,195,,235,7,Griffith College,0.0,avp,,GC
Business and administration,Business Studies,248.0,0.0,248.0,0.0,248,,281,8,Griffith College,0.0,avp,,GC
Business and administration,Accounting and Finance,240.0,0.0,227.0,0.0,202,,343,8,Griffith College,0.0,avp,,GC
Business and administration,Business Studies (HRM),264.0,0.0,236.0,0.0,218,,236,8,Griffith College,0.0,avp,,GC
Law,Law,244.0,0.0,228.0,0.0,228,,328,8,Griffith College,0.0,avp,,GC
Business and administration,Business Studies (Marketing),280.0,0.0,280.0,0.0,218,,321,8,Griffith College,0.0,avp,,GC
Business and administration,Marketing,145.0,0.0,,0.0,145,,371,7,Griffith College,0.0,avp,,GC
Business and administration,Business,135.0,0.0,135.0,0.0,135,,370,7,Griffith College,0.0,avp,,GC
Information and Communication Technologies (ICTs),Computing Science,252.0,0.0,220.0,0.0,220,,298,8,Griffith College,0.0,avp,,GC
Information and Communication Technologies (ICTs),Computing,,0.0,,0.0,96,,279,7,Griffith College,0.0,avp,,GC
Journalism and information,Communications and Media Production,254.0,0.0,254.0,0.0,254,,280,8,Griffith College,0.0,avp,,GC
Arts,Music Production for Games (portfolio),,0.0,,0.0,,,,6,Griffith College,1.0,avp,,GC
Arts,Design Communication (portfolio),,0.0,,0.0,,,,8,Griffith College,1.0,,,GC
Journalism and information,Communications,,0.0,,0.0,AQA,,349,7,Griffith College,0.0,avp,,GC
Arts,Film and TV Production,,0.0,,0.0,AQA,,339,7,Griffith College,0.0,avp,,GC
Arts,Photographic Media,169.0,0.0,169.0,0.0,169,,279,7,Griffith College,0.0,avp,,GC
Arts,Photography,150.0,0.0,150.0,0.0,150,,348,6,Griffith College,0.0,avp,,GC
Arts,Interior Architecture (portfolio),254.0,0.0,,0.0,254,,301,8,Griffith College,1.0,avp,,GC
Arts,Interior Design,117.0,0.0,117.0,0.0,117,,360,7,Griffith College,0.0,avp,,GC
Arts,Fashion Design (portfolio),337.0,0.0,217.0,0.0,217,,412,8,Griffith College,1.0,avp,,GC
Arts,Fashion,129.0,0.0,129.0,0.0,129,,349,7,Griffith College,0.0,avp,,GC
Arts,Arts (Joint-Honours),300.0,0.0,,0.0,300,,391,8,"National University of Ireland, Galway",0.0,,,GY
Social and behavioural sciences,Arts (Psychology),523.0,0.0,520.0,0.0,519,,542,8,"National University of Ireland, Galway",0.0,,,GY
Humanities (except languages),Arts (History),301.0,0.0,,0.0,301,,377,8,"National University of Ireland, Galway",0.0,,,GY
Languages,Na Dána (Gaeilge agus Léann an Aistriúcháin),409.0,0.0,,0.0,409,,456,8,"National University of Ireland, Galway",0.0,,,GY
Education,Arts (Mathematics and Education),403.0,0.0,,0.0,403,,466,8,"National University of Ireland, Galway",0.0,,,GY
Social and behavioural sciences,Arts with Children`s Studies,357.0,0.0,,0.0,357,,418,8,"National University of Ireland, Galway",0.0,,,GY
Arts,Arts with Creative Writing,330.0,0.0,,0.0,330,,492,8,"National University of Ireland, Galway",0.0,,,GY
Arts,Arts with Film Studies,321.0,0.0,,0.0,321,,399,8,"National University of Ireland, Galway",0.0,,,GY
Social and behavioural sciences,Arts with Human Rights,368.0,0.0,,0.0,368,,422,8,"National University of Ireland, Galway",0.0,,,GY
Arts,Arts with Performing Arts Studies,387.0,0.0,,0.0,387,,443,8,"National University of Ireland, Galway",0.0,,,GY
Arts,"Arts (Drama, Theatre and Performance Studies)",451.0,0.0,,0.0,451,,492,8,"National University of Ireland, Galway",0.0,,,GY
Journalism and information,Arts (Journalism),400.0,0.0,,0.0,400,,465,8,"National University of Ireland, Galway",0.0,,,GY
Social and behavioural sciences,"Arts (Child, Youth and Family: Policy and Practice)",350.0,0.0,,0.0,350,,397,8,"National University of Ireland, Galway",0.0,,,GY
Social and behavioural sciences,Arts (Children`s Studies),356.0,0.0,,0.0,356,,419,8,"National University of Ireland, Galway",0.0,,,GY
Arts,Na Dána (Cumarsáid agus Gaeilge),361.0,0.0,,0.0,361,,453,8,"National University of Ireland, Galway",0.0,,,GY
Social and behavioural sciences,Applied Social Sciences,358.0,0.0,,0.0,358,,410,8,"National University of Ireland, Galway",0.0,,,GY
Information and Communication Technologies (ICTs),Arts (Arts with Data Science),454.0,0.0,,0.0,454,,490,8,"National University of Ireland, Galway",0.0,,,GY
Arts,Arts (Digital Arts and Technology),328.0,0.0,,0.0,328,,347,8,"National University of Ireland, Galway",0.0,,,GY
Languages,Arts (English and Media Studies),391.0,0.0,,0.0,391,,462,8,"National University of Ireland, Galway",0.0,,,GY
Arts,Arts (Film and Digital Media),401.0,0.0,,0.0,401,,462,8,"National University of Ireland, Galway",0.0,,,GY
Languages,Arts (Global Languages),352.0,0.0,,0.0,352,,476,8,"National University of Ireland, Galway",0.0,,,GY
Arts,Arts (International),420.0,0.0,,0.0,420,,462,8,"National University of Ireland, Galway",0.0,,,GY
Arts,Arts (Music),408.0,0.0,,0.0,408,,495,8,"National University of Ireland, Galway",0.0,,,GY
Humanities (except languages),Arts (History and Globalisation Studies),360.0,0.0,,0.0,360,,440,8,"National University of Ireland, Galway",0.0,,,GY
Social and behavioural sciences,"Government (Politics, Economics and Law)",407.0,0.0,,0.0,407,,435,8,"National University of Ireland, Galway",0.0,,,GY
Education,Education (Computer Science and Mathematical Studies),422.0,0.0,,0.0,422,,498,8,"National University of Ireland, Galway",0.0,,,GY
Physical sciences,Geography and Geosystems,410.0,0.0,,0.0,410,,445,8,"National University of Ireland, Galway",0.0,,,GY
Business and administration,Commerce,433.0,0.0,,0.0,433,,466,8,"National University of Ireland, Galway",0.0,,,GY
Business and administration,Commerce (International) with French,484.0,0.0,,0.0,484,,511,8,"National University of Ireland, Galway",0.0,,,GY
Business and administration,Commerce (International) with German,489.0,0.0,,0.0,489,,566,8,"National University of Ireland, Galway",0.0,,,GY
Business and administration,Commerce (International) with Spanish,495.0,0.0,,0.0,495,,511,8,"National University of Ireland, Galway",0.0,,,GY
Business and administration,Business Information Systems (Work Placement & Optional Int`l Study),465.0,0.0,,0.0,465,,488,8,"National University of Ireland, Galway",0.0,,,GY
Business and administration,Commerce (Accounting) including optional Global Experience year,509.0,0.0,,0.0,509,,543,8,"National University of Ireland, Galway",0.0,,,GY
Business and administration,Commerce (Gaeilge),473.0,0.0,,0.0,473,,511,8,"National University of Ireland, Galway",0.0,,,GY
Business and administration,Commerce (Global Experience),530.0,0.0,,0.0,530,,554,8,"National University of Ireland, Galway",0.0,,,GY
Law,Law and Business,487.0,0.0,,0.0,487,,510,8,"National University of Ireland, Galway",0.0,,,GY
Law,Law (BCL),499.0,0.0,,0.0,499,,518,8,"National University of Ireland, Galway",0.0,,,GY
Law,Law (BCL) and Human Rights,520.0,0.0,,0.0,520,,541,8,"National University of Ireland, Galway",0.0,,,GY
